annualinc,applytype,collections,delinq,inq,openacc,dti,pubrec,homeowner,term,vstatus,lstatus
142.0,INDIVIDUAL,0,1,0,21,15.02,0,MORTGAGE,36 months,Verified,On Time
44.0,INDIVIDUAL,0,0,0,12,23.62,0,MORTGAGE,36 months,Not Verified,Risky
105.0,INDIVIDUAL,0,0,0,10,9.56,0,RENT,36 months,Not Verified,Risky
45.0,INDIVIDUAL,0,0,1,14,10.08,0,MORTGAGE,36 months,Not Verified,On Time
45.0,INDIVIDUAL,0,2,0,11,25.79,0,MORTGAGE,60 months,Source Verified,Risky
107.3,INDIVIDUAL,0,0,0,10,6.6,0,RENT,36 months,Not Verified,On Time
56.0,INDIVIDUAL,0,1,1,7,5.72,0,RENT,36 months,Source Verified,On Time
60.0,INDIVIDUAL,0,0,0,9,17.42,0,RENT,36 months,Verified,On Time
64.32,INDIVIDUAL,0,0,0,8,13.17,0,RENT,36 months,Source Verified,On Time
29.0,INDIVIDUAL,0,0,0,9,30.42,0,RENT,36 months,Source Verified,On Time
151.0,INDIVIDUAL,0,0,1,11,2.38,0,MORTGAGE,36 months,Verified,On Time
40.0,INDIVIDUAL,0,0,1,14,23.25,0,RENT,36 months,Source Verified,On Time
138.0,INDIVIDUAL,0,0,1,12,15.1,0,OWN,60 months,Source Verified,On Time
28.0,INDIVIDUAL,0,0,0,3,13.8,0,RENT,36 months,Source Verified,On Time
100.2,INDIVIDUAL,0,1,0,16,15.34,0,MORTGAGE,60 months,Not Verified,On Time
55.0,INDIVIDUAL,0,0,0,14,17.48,1,RENT,60 months,Not Verified,On Time
72.0,INDIVIDUAL,0,0,0,11,18.18,0,MORTGAGE,60 months,Source Verified,On Time
26.0,INDIVIDUAL,0,0,1,14,27.38,2,OWN,36 months,Source Verified,On Time
30.0,INDIVIDUAL,0,0,1,13,27.04,0,RENT,36 months,Source Verified,On Time
55.0,INDIVIDUAL,0,0,9,14,16.97,0,MORTGAGE,36 months,Not Verified,On Time
50.0,INDIVIDUAL,0,0,1,13,30.39,0,MORTGAGE,36 months,Verified,On Time
56.0,INDIVIDUAL,0,0,2,11,18.9,0,RENT,36 months,Source Verified,On Time
80.0,INDIVIDUAL,0,0,0,10,23.09,1,MORTGAGE,36 months,Not Verified,On Time
58.0,INDIVIDUAL,0,0,1,7,14.92,1,MORTGAGE,36 months,Source Verified,On Time
55.0,INDIVIDUAL,0,0,3,10,20.36,0,RENT,36 months,Not Verified,On Time
71.0,INDIVIDUAL,0,0,0,12,11.66,0,RENT,60 months,Source Verified,On Time
950.0,INDIVIDUAL,0,0,0,18,1.23,0,MORTGAGE,36 months,Source Verified,On Time
75.0,INDIVIDUAL,0,2,4,12,9.07,0,MORTGAGE,36 months,Not Verified,On Time
88.0,INDIVIDUAL,0,0,0,17,21.25,0,MORTGAGE,60 months,Source Verified,On Time
125.0,INDIVIDUAL,0,0,0,10,4.92,1,RENT,36 months,Source Verified,On Time
67.0,INDIVIDUAL,0,0,0,14,29.72,0,OWN,36 months,Verified,On Time
80.0,INDIVIDUAL,0,0,2,9,10.82,0,OWN,60 months,Source Verified,On Time
95.0,INDIVIDUAL,0,0,2,8,16.95,2,RENT,36 months,Source Verified,On Time
111.23996,INDIVIDUAL,0,0,0,10,23.11,0,MORTGAGE,36 months,Verified,On Time
94.8,INDIVIDUAL,0,1,0,5,14.52,0,MORTGAGE,60 months,Source Verified,On Time
16.8,INDIVIDUAL,0,3,2,12,15.57,0,RENT,36 months,Source Verified,Risky
275.0,INDIVIDUAL,0,1,1,10,3.04,0,MORTGAGE,36 months,Source Verified,On Time
50.0,INDIVIDUAL,0,1,0,6,24.93,0,OWN,36 months,Not Verified,Risky
60.0,INDIVIDUAL,0,0,1,11,16.68,0,RENT,36 months,Source Verified,On Time
70.0,INDIVIDUAL,0,0,3,8,10.46,3,RENT,60 months,Verified,On Time
58.9,INDIVIDUAL,0,1,0,26,6.85,0,OWN,60 months,Source Verified,On Time
48.0,INDIVIDUAL,0,0,0,7,12.45,0,RENT,36 months,Source Verified,On Time
55.0,INDIVIDUAL,0,0,0,5,9.62,0,RENT,36 months,Verified,On Time
85.0,INDIVIDUAL,0,0,2,17,27.84,0,MORTGAGE,36 months,Source Verified,Risky
57.2,INDIVIDUAL,0,1,1,17,22.95,0,MORTGAGE,36 months,Verified,On Time
82.0,INDIVIDUAL,0,0,0,7,17.0,0,MORTGAGE,36 months,Source Verified,Risky
77.783,INDIVIDUAL,0,0,2,7,6.9,0,RENT,36 months,Source Verified,On Time
114.0,INDIVIDUAL,0,1,0,4,3.62,0,RENT,36 months,Verified,On Time
60.0,INDIVIDUAL,0,0,0,12,27.28,1,RENT,36 months,Source Verified,On Time
55.0,INDIVIDUAL,0,0,1,17,29.85,0,OWN,36 months,Verified,On Time
32.24,INDIVIDUAL,0,0,0,6,6.85,0,RENT,36 months,Source Verified,On Time
54.875,INDIVIDUAL,0,0,0,7,20.12,0,RENT,60 months,Verified,On Time
40.0,INDIVIDUAL,0,0,0,11,25.51,0,RENT,60 months,Source Verified,On Time
35.0,INDIVIDUAL,0,0,1,12,27.61,1,RENT,36 months,Source Verified,On Time
50.004,INDIVIDUAL,0,0,0,17,3.0,0,RENT,36 months,Verified,On Time
140.0,INDIVIDUAL,0,3,4,8,10.75,0,MORTGAGE,36 months,Verified,On Time
58.56,INDIVIDUAL,0,2,0,17,25.16,0,RENT,60 months,Verified,Risky
45.0,INDIVIDUAL,0,0,0,15,16.97,0,RENT,36 months,Not Verified,On Time
47.0,INDIVIDUAL,0,0,1,13,24.9,1,RENT,36 months,Source Verified,On Time
99.87,INDIVIDUAL,0,0,2,9,13.31,1,RENT,36 months,Source Verified,On Time
27.0,INDIVIDUAL,0,0,1,10,26.59,0,RENT,36 months,Source Verified,On Time
62.0,INDIVIDUAL,0,0,2,8,22.45,0,OWN,60 months,Verified,Risky
56.8,INDIVIDUAL,0,0,1,9,6.49,1,MORTGAGE,36 months,Not Verified,On Time
93.0,INDIVIDUAL,0,0,0,15,14.86,0,RENT,60 months,Source Verified,On Time
24.0,INDIVIDUAL,0,0,0,7,11.25,0,RENT,36 months,Source Verified,On Time
71.4,INDIVIDUAL,0,0,7,9,24.05,0,MORTGAGE,36 months,Not Verified,On Time
77.0,INDIVIDUAL,0,0,1,10,13.29,1,MORTGAGE,36 months,Source Verified,On Time
110.0,INDIVIDUAL,0,0,0,11,16.91,0,OWN,60 months,Verified,On Time
110.0,INDIVIDUAL,0,0,0,8,12.26,1,MORTGAGE,60 months,Source Verified,On Time
100.0,INDIVIDUAL,0,0,0,6,33.69,0,RENT,36 months,Verified,On Time
46.0,INDIVIDUAL,0,0,0,4,11.92,0,RENT,36 months,Not Verified,On Time
79.0,INDIVIDUAL,0,0,1,6,5.86,0,MORTGAGE,60 months,Verified,On Time
40.0,INDIVIDUAL,0,0,0,4,8.37,0,RENT,36 months,Not Verified,On Time
60.0,INDIVIDUAL,0,0,0,10,17.82,0,RENT,60 months,Source Verified,On Time
71.45,INDIVIDUAL,0,0,0,6,14.62,0,RENT,36 months,Not Verified,On Time
22.88,INDIVIDUAL,0,0,0,6,18.26,0,RENT,36 months,Verified,On Time
42.0,INDIVIDUAL,0,0,0,8,29.6,0,MORTGAGE,60 months,Source Verified,On Time
110.0,INDIVIDUAL,0,0,0,24,18.14,0,MORTGAGE,60 months,Verified,On Time
55.0,INDIVIDUAL,0,0,2,21,26.54,0,RENT,36 months,Source Verified,On Time
90.0,INDIVIDUAL,0,0,0,2,3.95,0,RENT,36 months,Source Verified,On Time
85.0,INDIVIDUAL,0,0,2,6,10.31,1,RENT,60 months,Source Verified,Risky
66.0,INDIVIDUAL,0,1,0,27,18.63,0,MORTGAGE,36 months,Not Verified,On Time
119.0,INDIVIDUAL,0,0,0,5,3.87,0,MORTGAGE,36 months,Verified,On Time
115.0,INDIVIDUAL,0,0,0,9,21.2,0,MORTGAGE,36 months,Verified,On Time
45.0,INDIVIDUAL,0,0,0,11,29.17,0,OWN,60 months,Source Verified,On Time
30.0,INDIVIDUAL,0,0,0,11,34.12,0,OWN,36 months,Verified,On Time
30.72,INDIVIDUAL,0,0,0,9,24.88,0,RENT,36 months,Not Verified,On Time
115.0,INDIVIDUAL,1,1,1,7,3.46,0,RENT,36 months,Not Verified,On Time
42.0,INDIVIDUAL,0,0,3,9,24.89,0,MORTGAGE,36 months,Verified,On Time
92.7,INDIVIDUAL,0,0,1,21,25.45,0,MORTGAGE,36 months,Verified,On Time
48.0,INDIVIDUAL,0,0,2,15,27.18,0,RENT,36 months,Verified,On Time
71.813,INDIVIDUAL,0,0,0,12,34.01,0,MORTGAGE,60 months,Source Verified,On Time
82.019,INDIVIDUAL,0,1,1,12,23.63,1,MORTGAGE,36 months,Not Verified,On Time
91.1,INDIVIDUAL,0,0,0,12,20.01,0,RENT,60 months,Source Verified,On Time
70.0,INDIVIDUAL,0,0,0,11,12.62,0,MORTGAGE,60 months,Not Verified,On Time
103.0,INDIVIDUAL,0,1,0,17,15.84,1,RENT,36 months,Source Verified,Risky
65.0,INDIVIDUAL,0,0,0,7,11.64,0,MORTGAGE,36 months,Verified,On Time
50.4,INDIVIDUAL,0,0,1,17,17.86,0,OWN,36 months,Not Verified,Risky
35.0,INDIVIDUAL,0,0,1,14,17.83,0,MORTGAGE,36 months,Verified,On Time
55.588,INDIVIDUAL,0,2,0,7,27.48,0,MORTGAGE,36 months,Not Verified,On Time
132.0,INDIVIDUAL,0,0,0,5,3.65,0,MORTGAGE,36 months,Verified,On Time
68.64,INDIVIDUAL,0,1,0,13,14.83,0,MORTGAGE,36 months,Source Verified,On Time
59.0,INDIVIDUAL,0,0,0,5,0.71,0,MORTGAGE,36 months,Not Verified,On Time
41.164,INDIVIDUAL,0,1,0,12,25.19,0,OWN,36 months,Verified,On Time
62.0,INDIVIDUAL,0,1,0,12,11.81,0,MORTGAGE,36 months,Verified,On Time
28.2,INDIVIDUAL,0,0,0,6,8.77,0,MORTGAGE,36 months,Source Verified,On Time
25.0,INDIVIDUAL,0,0,0,6,25.16,0,OWN,36 months,Source Verified,On Time
79.5,INDIVIDUAL,0,0,0,8,7.29,0,MORTGAGE,36 months,Not Verified,On Time
24.0,INDIVIDUAL,0,0,0,7,14.3,0,OWN,36 months,Not Verified,On Time
54.0,INDIVIDUAL,0,0,0,4,6.2,0,RENT,36 months,Source Verified,Risky
103.0,INDIVIDUAL,0,0,0,15,14.03,1,RENT,36 months,Source Verified,On Time
39.0,INDIVIDUAL,0,0,0,19,26.9,0,RENT,36 months,Not Verified,On Time
45.0,INDIVIDUAL,1,11,1,8,18.59,2,RENT,36 months,Not Verified,On Time
46.0,INDIVIDUAL,0,0,1,13,20.43,0,RENT,36 months,Not Verified,On Time
70.0,INDIVIDUAL,0,2,0,20,14.44,0,OWN,36 months,Source Verified,On Time
26.5,INDIVIDUAL,0,1,1,12,36.55,1,RENT,36 months,Verified,On Time
56.0,INDIVIDUAL,0,0,1,7,22.27,1,RENT,60 months,Source Verified,On Time
50.0,INDIVIDUAL,0,0,1,7,16.3,0,RENT,36 months,Source Verified,On Time
120.0,INDIVIDUAL,0,1,0,10,18.81,0,MORTGAGE,36 months,Not Verified,On Time
74.0,INDIVIDUAL,0,0,0,11,13.43,0,MORTGAGE,60 months,Verified,On Time
70.0,INDIVIDUAL,0,0,1,10,38.2,0,MORTGAGE,60 months,Not Verified,On Time
65.0,INDIVIDUAL,0,0,0,2,3.3,0,RENT,36 months,Not Verified,On Time
44.7,INDIVIDUAL,0,0,1,23,26.26,0,RENT,36 months,Source Verified,On Time
52.0,INDIVIDUAL,0,0,0,11,13.34,0,MORTGAGE,36 months,Not Verified,On Time
65.0,INDIVIDUAL,0,0,1,11,28.63,0,RENT,36 months,Source Verified,On Time
50.82,INDIVIDUAL,0,1,0,11,27.67,0,RENT,60 months,Source Verified,On Time
57.0,INDIVIDUAL,0,0,0,13,17.94,0,RENT,60 months,Verified,On Time
21.6,INDIVIDUAL,0,2,2,6,6.17,0,OWN,36 months,Not Verified,On Time
38.0,INDIVIDUAL,0,0,0,10,20.78,0,RENT,36 months,Not Verified,On Time
100.0,INDIVIDUAL,0,0,0,10,23.46,0,RENT,60 months,Verified,On Time
150.0,INDIVIDUAL,0,0,0,11,12.74,0,MORTGAGE,36 months,Not Verified,On Time
54.38,INDIVIDUAL,0,0,0,4,16.55,0,RENT,36 months,Verified,On Time
130.0,INDIVIDUAL,0,0,1,11,3.71,0,MORTGAGE,36 months,Source Verified,On Time
55.0,INDIVIDUAL,0,0,1,12,10.69,0,MORTGAGE,36 months,Not Verified,On Time
40.5,INDIVIDUAL,0,0,2,9,33.22,0,RENT,60 months,Not Verified,On Time
63.0,INDIVIDUAL,0,0,0,8,9.56,0,RENT,36 months,Source Verified,On Time
45.0,INDIVIDUAL,0,1,3,15,33.15,1,MORTGAGE,60 months,Source Verified,On Time
20.0,INDIVIDUAL,0,0,0,20,29.53,0,RENT,36 months,Not Verified,On Time
24.0,INDIVIDUAL,0,0,2,12,17.65,1,MORTGAGE,36 months,Verified,On Time
44.064,INDIVIDUAL,0,11,0,9,34.23,0,RENT,60 months,Source Verified,On Time
75.0,INDIVIDUAL,0,0,0,14,17.65,0,RENT,36 months,Verified,On Time
105.0,INDIVIDUAL,0,0,0,6,6.35,0,RENT,36 months,Not Verified,On Time
35.0,INDIVIDUAL,0,3,1,21,18.95,1,MORTGAGE,36 months,Not Verified,On Time
140.0,INDIVIDUAL,0,1,1,11,13.6,1,MORTGAGE,60 months,Verified,On Time
62.0,INDIVIDUAL,0,0,1,10,16.74,1,MORTGAGE,36 months,Source Verified,On Time
34.4,INDIVIDUAL,0,0,0,9,11.1,0,RENT,36 months,Not Verified,On Time
135.0,INDIVIDUAL,0,0,4,9,12.02,0,MORTGAGE,60 months,Not Verified,On Time
45.0,INDIVIDUAL,0,1,1,21,28.22,0,RENT,36 months,Verified,On Time
65.0,INDIVIDUAL,0,0,0,5,13.4,0,MORTGAGE,36 months,Verified,On Time
98.0,INDIVIDUAL,0,0,0,11,19.76,0,MORTGAGE,60 months,Verified,On Time
74.0,INDIVIDUAL,0,0,1,13,27.41,0,RENT,36 months,Source Verified,On Time
35.0,INDIVIDUAL,0,1,1,12,36.21,0,RENT,36 months,Verified,On Time
36.05,INDIVIDUAL,0,1,0,9,33.49,0,RENT,36 months,Source Verified,On Time
90.0,INDIVIDUAL,0,0,0,6,6.64,0,RENT,36 months,Source Verified,On Time
19.13,INDIVIDUAL,0,0,0,5,22.15,0,RENT,36 months,Source Verified,On Time
118.0,INDIVIDUAL,1,0,0,8,13.95,0,MORTGAGE,60 months,Source Verified,On Time
38.0,INDIVIDUAL,1,0,0,6,32.94,0,RENT,36 months,Source Verified,On Time
65.0,INDIVIDUAL,0,0,0,8,20.79,0,RENT,36 months,Verified,On Time
110.0,INDIVIDUAL,0,1,0,14,11.74,0,MORTGAGE,36 months,Not Verified,On Time
25.0,INDIVIDUAL,0,0,1,19,7.35,0,OWN,36 months,Not Verified,On Time
21.168,INDIVIDUAL,0,0,1,12,19.9,0,RENT,36 months,Not Verified,On Time
42.0,INDIVIDUAL,0,0,0,9,9.06,0,MORTGAGE,36 months,Source Verified,On Time
90.0,INDIVIDUAL,0,0,0,9,7.56,0,MORTGAGE,60 months,Not Verified,On Time
52.0,INDIVIDUAL,0,1,1,13,19.92,0,RENT,60 months,Source Verified,Risky
70.0,INDIVIDUAL,0,0,0,8,4.05,0,MORTGAGE,36 months,Source Verified,On Time
14.4,INDIVIDUAL,0,0,4,1,1.67,0,RENT,36 months,Not Verified,On Time
87.0,INDIVIDUAL,0,0,0,15,15.68,0,RENT,60 months,Not Verified,On Time
50.0,INDIVIDUAL,0,0,1,11,18.92,0,RENT,36 months,Verified,On Time
67.5,INDIVIDUAL,0,0,0,15,23.8,0,MORTGAGE,60 months,Verified,Risky
25.0,INDIVIDUAL,0,0,0,13,9.65,0,RENT,36 months,Not Verified,On Time
71.847,INDIVIDUAL,0,0,0,10,13.51,1,MORTGAGE,36 months,Not Verified,On Time
55.0,INDIVIDUAL,0,0,2,14,19.77,1,MORTGAGE,36 months,Source Verified,On Time
67.0,INDIVIDUAL,0,0,2,18,31.08,0,RENT,36 months,Source Verified,On Time
48.0,INDIVIDUAL,0,2,0,10,18.82,0,MORTGAGE,36 months,Source Verified,On Time
63.0,INDIVIDUAL,0,0,0,13,7.07,0,RENT,36 months,Not Verified,On Time
70.0,INDIVIDUAL,0,3,2,12,12.13,0,RENT,60 months,Verified,Risky
60.0,INDIVIDUAL,0,0,1,15,8.68,0,RENT,36 months,Not Verified,On Time
70.0,INDIVIDUAL,0,0,0,7,8.35,0,RENT,36 months,Verified,Risky
65.0,INDIVIDUAL,0,0,0,8,13.04,1,RENT,60 months,Source Verified,On Time
41.0,INDIVIDUAL,0,0,0,22,27.17,0,RENT,36 months,Not Verified,On Time
59.0,INDIVIDUAL,0,0,0,16,23.82,0,MORTGAGE,60 months,Source Verified,On Time
80.0,INDIVIDUAL,0,1,1,9,15.98,0,MORTGAGE,60 months,Verified,On Time
70.0,INDIVIDUAL,0,0,0,12,25.18,0,RENT,36 months,Source Verified,On Time
56.0,INDIVIDUAL,0,0,1,20,32.9,0,MORTGAGE,60 months,Not Verified,On Time
48.0,INDIVIDUAL,0,0,0,15,26.83,2,MORTGAGE,60 months,Not Verified,On Time
110.0,INDIVIDUAL,0,0,3,11,19.09,0,MORTGAGE,36 months,Source Verified,On Time
56.0,INDIVIDUAL,0,1,0,9,23.25,0,RENT,36 months,Verified,On Time
78.0,INDIVIDUAL,0,0,0,8,18.89,0,RENT,36 months,Source Verified,On Time
55.0,INDIVIDUAL,0,1,0,8,10.08,0,MORTGAGE,36 months,Not Verified,On Time
80.0,INDIVIDUAL,0,0,0,26,13.92,0,MORTGAGE,60 months,Not Verified,On Time
127.0,INDIVIDUAL,0,2,3,6,17.99,0,RENT,60 months,Source Verified,On Time
63.0,INDIVIDUAL,0,0,2,13,12.44,0,RENT,36 months,Source Verified,On Time
120.0,INDIVIDUAL,0,0,0,5,14.79,0,RENT,36 months,Verified,On Time
47.0,INDIVIDUAL,0,0,1,11,18.05,0,RENT,36 months,Not Verified,On Time
49.0,INDIVIDUAL,0,0,2,12,20.96,0,MORTGAGE,60 months,Verified,On Time
52.0,INDIVIDUAL,0,0,1,8,7.94,0,RENT,36 months,Not Verified,On Time
99.0,INDIVIDUAL,0,0,0,9,9.21,0,RENT,36 months,Not Verified,On Time
57.0,INDIVIDUAL,0,1,0,9,17.14,0,MORTGAGE,36 months,Not Verified,On Time
72.0,INDIVIDUAL,0,0,0,11,14.93,0,MORTGAGE,36 months,Source Verified,On Time
150.0,INDIVIDUAL,0,0,3,14,10.11,0,MORTGAGE,60 months,Source Verified,On Time
52.0,INDIVIDUAL,0,0,0,7,4.25,1,RENT,36 months,Source Verified,On Time
68.0,INDIVIDUAL,0,0,0,8,11.0,0,RENT,60 months,Verified,On Time
65.0,INDIVIDUAL,0,0,0,10,17.17,0,RENT,36 months,Not Verified,On Time
56.0,INDIVIDUAL,0,0,0,13,18.95,0,MORTGAGE,36 months,Not Verified,On Time
76.7,INDIVIDUAL,0,0,0,15,27.16,0,MORTGAGE,36 months,Verified,On Time
62.0,INDIVIDUAL,0,1,0,5,14.44,0,OWN,36 months,Not Verified,On Time
110.808,INDIVIDUAL,0,0,0,10,6.43,1,MORTGAGE,36 months,Verified,On Time
50.0,INDIVIDUAL,0,0,0,14,26.49,0,RENT,36 months,Verified,On Time
114.0,INDIVIDUAL,0,0,2,8,12.64,0,RENT,36 months,Verified,Risky
125.0,INDIVIDUAL,0,0,1,10,32.92,0,MORTGAGE,36 months,Not Verified,On Time
92.0,INDIVIDUAL,0,2,2,6,7.63,0,OWN,36 months,Verified,Risky
80.0,INDIVIDUAL,0,0,0,8,6.57,1,RENT,36 months,Source Verified,On Time
130.0,INDIVIDUAL,0,4,0,8,9.42,0,RENT,36 months,Source Verified,On Time
73.0,INDIVIDUAL,0,4,1,7,17.49,0,OWN,36 months,Source Verified,On Time
14.4,INDIVIDUAL,0,0,2,14,6.92,0,RENT,36 months,Not Verified,On Time
130.0,INDIVIDUAL,0,0,0,24,20.11,0,RENT,36 months,Source Verified,On Time
55.0,INDIVIDUAL,0,0,0,10,16.19,1,MORTGAGE,60 months,Not Verified,On Time
120.0,INDIVIDUAL,0,0,0,17,21.28,0,RENT,36 months,Source Verified,On Time
45.0,INDIVIDUAL,0,0,0,14,28.99,0,MORTGAGE,60 months,Not Verified,On Time
42.0,INDIVIDUAL,0,0,0,10,21.39,0,MORTGAGE,36 months,Not Verified,On Time
102.0,INDIVIDUAL,0,0,0,10,16.04,0,MORTGAGE,60 months,Verified,On Time
77.5,INDIVIDUAL,0,0,0,14,17.99,0,MORTGAGE,60 months,Source Verified,On Time
41.0,INDIVIDUAL,0,0,0,5,9.28,0,RENT,60 months,Source Verified,On Time
61.0,INDIVIDUAL,0,1,1,13,12.55,1,MORTGAGE,60 months,Source Verified,On Time
80.0,INDIVIDUAL,0,0,0,11,14.27,0,MORTGAGE,60 months,Verified,On Time
62.8,INDIVIDUAL,0,0,3,14,22.84,0,MORTGAGE,60 months,Verified,On Time
73.524,INDIVIDUAL,0,0,3,15,24.48,1,MORTGAGE,36 months,Verified,On Time
69.2,INDIVIDUAL,0,0,6,12,18.0,0,MORTGAGE,36 months,Verified,On Time
80.0,INDIVIDUAL,0,0,0,5,16.32,1,OWN,36 months,Source Verified,On Time
50.0,INDIVIDUAL,0,0,0,11,27.68,0,RENT,36 months,Source Verified,On Time
35.0,INDIVIDUAL,0,0,0,8,22.42,0,RENT,36 months,Not Verified,On Time
75.0,INDIVIDUAL,0,0,2,14,23.71,0,RENT,60 months,Verified,Risky
37.5,INDIVIDUAL,0,1,1,12,11.97,0,RENT,60 months,Source Verified,On Time
55.0,INDIVIDUAL,0,0,1,6,30.96,3,MORTGAGE,60 months,Not Verified,On Time
42.667,INDIVIDUAL,0,0,0,6,14.36,0,RENT,36 months,Not Verified,On Time
91.5,INDIVIDUAL,0,0,0,15,24.56,0,OWN,60 months,Source Verified,On Time
35.0,INDIVIDUAL,0,0,1,13,27.98,1,MORTGAGE,60 months,Verified,On Time
50.0,INDIVIDUAL,0,0,0,6,16.18,0,RENT,36 months,Not Verified,On Time
312.0,INDIVIDUAL,0,0,4,21,15.62,0,MORTGAGE,36 months,Source Verified,On Time
77.85,INDIVIDUAL,0,0,1,6,15.08,2,RENT,36 months,Source Verified,On Time
60.0,INDIVIDUAL,0,0,0,9,20.98,0,RENT,60 months,Not Verified,On Time
56.0,INDIVIDUAL,0,0,2,7,3.94,1,MORTGAGE,36 months,Source Verified,On Time
216.0,INDIVIDUAL,0,0,0,4,6.43,0,MORTGAGE,36 months,Source Verified,On Time
95.0,INDIVIDUAL,0,1,2,6,22.62,0,MORTGAGE,36 months,Verified,On Time
20.0,INDIVIDUAL,0,0,0,2,7.92,0,RENT,60 months,Verified,On Time
55.0,INDIVIDUAL,0,1,0,9,23.83,0,MORTGAGE,36 months,Not Verified,On Time
55.0,INDIVIDUAL,0,0,2,10,14.89,0,RENT,36 months,Not Verified,On Time
134.0,INDIVIDUAL,0,0,1,17,13.2,0,MORTGAGE,36 months,Not Verified,On Time
73.0,INDIVIDUAL,0,0,2,7,8.68,0,MORTGAGE,36 months,Not Verified,On Time
40.0,INDIVIDUAL,0,0,0,9,24.93,0,MORTGAGE,36 months,Verified,On Time
350.0,INDIVIDUAL,0,0,0,13,7.13,0,MORTGAGE,36 months,Source Verified,On Time
41.0,INDIVIDUAL,0,0,0,9,9.57,0,OWN,60 months,Source Verified,On Time
40.0,INDIVIDUAL,0,0,3,8,35.37,0,OWN,60 months,Source Verified,On Time
33.0,INDIVIDUAL,0,0,0,4,13.49,0,RENT,36 months,Source Verified,On Time
42.0,INDIVIDUAL,0,0,0,9,21.83,0,MORTGAGE,36 months,Verified,On Time
42.0,INDIVIDUAL,0,0,0,14,16.0,0,MORTGAGE,36 months,Source Verified,On Time
113.0,INDIVIDUAL,0,0,0,14,20.05,0,MORTGAGE,36 months,Not Verified,On Time
120.0,INDIVIDUAL,0,1,0,8,4.69,0,RENT,36 months,Verified,Risky
60.0,INDIVIDUAL,0,0,0,12,11.8,0,RENT,60 months,Source Verified,On Time
95.0,INDIVIDUAL,0,0,0,11,6.61,0,MORTGAGE,60 months,Verified,On Time
44.865,INDIVIDUAL,0,0,0,7,23.17,1,RENT,36 months,Not Verified,On Time
85.0,INDIVIDUAL,0,2,0,16,6.38,0,MORTGAGE,36 months,Source Verified,On Time
275.0,INDIVIDUAL,0,0,2,17,19.25,0,MORTGAGE,36 months,Source Verified,On Time
55.0,INDIVIDUAL,0,1,0,12,5.15,1,MORTGAGE,36 months,Source Verified,On Time
27.0,INDIVIDUAL,0,1,3,8,9.51,0,RENT,36 months,Not Verified,On Time
200.0,INDIVIDUAL,0,0,2,14,4.9,0,OWN,60 months,Source Verified,On Time
50.0,INDIVIDUAL,0,0,0,6,34.97,0,RENT,36 months,Source Verified,On Time
55.0,INDIVIDUAL,0,1,0,15,30.31,0,MORTGAGE,36 months,Source Verified,On Time
279.0,INDIVIDUAL,0,0,0,13,14.08,0,MORTGAGE,60 months,Source Verified,On Time
80.0,INDIVIDUAL,0,0,3,29,27.38,0,RENT,60 months,Verified,On Time
33.0,INDIVIDUAL,0,1,0,12,39.38,1,MORTGAGE,36 months,Not Verified,On Time
48.0,INDIVIDUAL,0,1,1,10,23.23,0,RENT,36 months,Not Verified,On Time
57.5,INDIVIDUAL,0,0,1,6,14.84,0,MORTGAGE,36 months,Verified,On Time
58.0,INDIVIDUAL,0,0,0,9,30.4,0,MORTGAGE,60 months,Source Verified,On Time
71.5,INDIVIDUAL,0,0,0,7,11.31,0,MORTGAGE,60 months,Verified,On Time
64.0,INDIVIDUAL,0,0,3,12,22.78,1,RENT,36 months,Source Verified,On Time
62.5,INDIVIDUAL,0,0,1,13,12.67,0,MORTGAGE,36 months,Not Verified,On Time
69.0,INDIVIDUAL,0,0,0,8,20.54,1,MORTGAGE,60 months,Verified,On Time
50.0,INDIVIDUAL,0,0,0,12,9.0,0,RENT,36 months,Not Verified,On Time
45.0,INDIVIDUAL,0,0,0,11,29.07,0,MORTGAGE,60 months,Verified,Risky
30.0,INDIVIDUAL,0,0,0,5,26.28,0,OWN,36 months,Not Verified,On Time
67.0,INDIVIDUAL,0,0,0,9,7.07,0,RENT,36 months,Not Verified,On Time
72.0,INDIVIDUAL,0,0,0,10,15.47,2,MORTGAGE,36 months,Verified,On Time
47.0,INDIVIDUAL,0,0,1,18,26.4,1,OWN,36 months,Not Verified,On Time
70.0,INDIVIDUAL,0,0,0,11,15.91,0,MORTGAGE,36 months,Verified,On Time
72.0,INDIVIDUAL,0,0,0,8,32.97,0,MORTGAGE,36 months,Verified,On Time
135.0,INDIVIDUAL,0,0,1,11,24.17,0,MORTGAGE,60 months,Source Verified,On Time
95.0,INDIVIDUAL,0,0,1,14,25.07,0,MORTGAGE,36 months,Verified,Risky
35.0,INDIVIDUAL,0,0,0,8,6.95,0,OWN,36 months,Verified,On Time
96.0,INDIVIDUAL,0,0,3,10,12.56,0,MORTGAGE,36 months,Not Verified,On Time
75.0,INDIVIDUAL,0,0,0,11,20.85,0,MORTGAGE,60 months,Source Verified,On Time
75.0,INDIVIDUAL,0,0,0,32,33.68,0,MORTGAGE,36 months,Not Verified,On Time
82.0,INDIVIDUAL,0,0,0,5,11.53,0,MORTGAGE,60 months,Not Verified,On Time
110.0,INDIVIDUAL,0,1,0,12,15.29,0,MORTGAGE,36 months,Not Verified,On Time
125.0,INDIVIDUAL,0,0,2,7,2.19,0,RENT,36 months,Verified,On Time
